dataset_name,path,rows,overall,alignment_quality,duplication_hygiene,diversity,gold_similarity,external_match,indomain_match,exact_unique_ratio,source_unique_ratio,target_unique_ratio,digit_row_ratio,time_marker_ratio,date_word_row_ratio,gold_exact_overlap_pct,gold_loose_overlap_pct
gold_natural_draft.shard_03_draft_full,projects/distillation/translation/training_data/gold_shards_draft/gold_natural_draft.shard_03_draft_full.jsonl,640,72.6894,100.0,100.0,84.7367,32.2347,48.7307,36.5888,1.0,1.0,0.9969,0.0,0.0,0.0,0.0,0.0
gold_natural_draft.shard_04_seed,projects/distillation/translation/training_data/gold_shards_draft/gold_natural_draft.shard_04_seed.jsonl,125,67.9083,100.0,100.0,71.7688,24.1669,41.5646,31.5315,1.0,1.0,1.0,0.056,0.0,0.0,0.0,0.0
