dataset_name,path,rows,overall,alignment_quality,duplication_hygiene,diversity,gold_similarity,external_match,indomain_match,exact_unique_ratio,source_unique_ratio,target_unique_ratio,digit_row_ratio,time_marker_ratio,date_word_row_ratio,gold_exact_overlap_pct,gold_loose_overlap_pct
gold_quality_4x640.shard_02_gold_core_b,projects/distillation/translation/training_data/gold_shards/gold_quality_4x640.shard_02_gold_core_b.jsonl,640,86.4554,100.0,100.0,84.7443,94.4581,53.5111,45.0101,1.0,1.0,1.0,0.0031,0.0,0.0031,100.0,100.0
gold_natural_draft.shard_04_seed_plus_manual,projects/distillation/translation/training_data/gold_shards_draft/gold_natural_draft.shard_04_seed_plus_manual.jsonl,112,67.7107,100.0,100.0,72.8316,22.99,41.409,30.4702,1.0,1.0,1.0,0.0804,0.0,0.0,0.0,0.0
