dataset_name,path,rows,overall,alignment_quality,duplication_hygiene,diversity,gold_similarity,external_match,indomain_match,exact_unique_ratio,source_unique_ratio,target_unique_ratio,digit_row_ratio,time_marker_ratio,date_word_row_ratio,gold_exact_overlap_pct,gold_loose_overlap_pct
gold_quality_4x640.shard_01_gold_core_a,projects/distillation/translation/training_data/gold_shards/gold_quality_4x640.shard_01_gold_core_a.jsonl,640,85.7347,100.0,100.0,81.1441,94.5893,52.5713,43.8808,1.0,1.0,1.0,0.0016,0.0,0.0,100.0,100.0
gold_natural_draft.shard_03_draft_full,projects/distillation/translation/training_data/gold_shards_draft/gold_natural_draft.shard_03_draft_full.jsonl,640,72.58,100.0,100.0,84.3313,32.2648,48.4694,36.3046,1.0,1.0,0.9969,0.0047,0.0,0.0,0.0,0.0
