checkpoint_name,checkpoint_step,evals_done,evals_expected,avg_bleu,avg_chrf,external_wmt13_en_es_translation_benchmark_128_bleu,external_wmt13_en_es_translation_benchmark_128_chrf,indomain_clean_merged_en_es_translation_benchmark_128_bleu,indomain_clean_merged_en_es_translation_benchmark_128_chrf
checkpoint-006000,6000,2,2,37.3957,63.3668,27.4061,57.1701,47.3852,69.5635
checkpoint-004000,4000,2,2,37.1717,63.2476,27.2071,56.9757,47.1364,69.5194
checkpoint-002000,2000,2,2,36.9251,63.8453,27.2349,57.1826,46.6153,70.5080
